place,temp,pressure,humidity,visibility,wind_speed,clouds,ts,DayOfWeek,Hour,Day,Month,M-,A-,ул.,улица,ш.,шоссе,пр-т,проспект,other,Гос,улицы,шоссе,проспекты
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,1,1,0,0,0,0,0,1,0
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ул. Крымский вал, д.9, стр.45 (внутр.)",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Бусиновский проезд,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Волоколамское шоссе,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Мичуринский пр-т - ул. Никулинская,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
Мякининский проезд,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"пр-т Андропова, д.36",19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Съезд 30А,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 30В,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 35А,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Русаковская ул. 6-4 (2),19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,19.63,1004,72,10000,3,75,2019-07-18 11:00:00,5,11,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-10,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Варшавское ш., д.16",21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Косинское шоссе,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Мичуринский пр-т - ул. Никулинская,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
Мякининский проезд,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Новоегорьевское шоссе,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рублево-Успенское шоссе,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рублевское шоссе,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рязанский проспект,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Съезд 30В,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 35А,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ТТК - Ленинградский пр-т   ( по беговой ул. ТТК на юго-запад) 6-5, 6-5 (2)",21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,1,1,0,0,0,0,0,1,0
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Ярославское шоссе,21.15,1004,64,10000,3,75,2019-07-18 12:00:00,5,12,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-10,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-11,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.72-83 - Илимская ул. - ул. Пришвина",21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Бусиновский проезд,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Варшавское ш., д.99А, стр.1 - ул. Дорожная",21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
"Волгоградский пр-т, д.40",21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Мякининский проезд,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Носовихинское шоссе,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рублево-Успенское шоссе,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рублевское шоссе,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Съезд 30А,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Капотня,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Саломеи Нерис,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Ярославское шоссе,21.52,1004,64,10000,4,75,2019-07-18 13:00:00,5,13,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
A-103,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
A-130,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-1,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.72-83 - Илимская ул. - ул. Пришвина",21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,0,0,0,1,0,0,1,0,1
Волоколамское шоссе,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Косинское шоссе,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Носовихинское шоссе,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Свободный пр-т -Саперный пр. - 5-й пр-т Новогереево,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
ТТК - Комсомольский пр-т 5-3 (2) (по Комсомольскому пр-ту в область),21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"ТТК - Ленинградский пр-т   ( по беговой ул. ТТК на юго-запад) 6-5, 6-5 (2)",21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Молдагуловой,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"ул. Крымский вал, д.9, стр.45 (внутр.)",21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"Ярцевская ул., д.29",21.67,1004,56,10000,4,75,2019-07-18 14:00:00,5,14,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-103,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-11,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-5,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Земляной вал, д.24/30, стр.1а",19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Новоспасский пр-д - Новоспасский пер.   5-4 (2) (в область по Новоспасскому пр-ду),19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Проезд Карамзина,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Пр-т Мира, д.1-11   4-3",19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,0,1,0,0,0,0,1
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК - Ленинградский пр-т   ( по беговой ул. ТТК на юго-запад) 6-5, 6-5 (2)",19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Русаковская ул. 6-4 (2),19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,19.51,1004,68,10000,6,75,2019-07-18 15:00:00,5,15,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
A-130,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-5,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,1,0,0,0,0,1,0,0,1,0,1
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Косинское шоссе,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Носовихинское шоссе,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Проезд Карамзина,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Пр-т Мира, д.1-11   4-3",19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Съезд 30А,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 30В,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"Ярцевская ул., д.29",19.09,1004,77,10000,4,75,2019-07-18 16:00:00,5,16,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-130,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-11,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-5,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.72-83 - Илимская ул. - ул. Пришвина",20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Алтуфьевское шоссе,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,1,0,0,0,0,1,0,0,1,0,1
"Волжский  бул., д.51а",20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Волоколамское шоссе,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Новоегорьевское шоссе,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рязанский проспект,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,0,0,1,0,0,0,0,1
"Сущевский вал, д.24",20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Генерала Дорохова,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,20.4,1004,64,10000,5,0,2019-07-18 17:00:00,5,17,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
A-103,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-11,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Балаклавский пр-т, д.7А",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Варшавское ш., д.16",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"Варшавское ш., д.99А, стр.1 - ул. Дорожная",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
"Волгоградский пр-т, д.40",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Воронежская ул. - Ясеневая ул.,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Мякининский проезд,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Проезд Карамзина,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Пр-т Мира, д.1-11   4-3",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 30А,20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),20.6,1004,60,10000,3,75,2019-07-18 18:00:00,5,18,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
